Country Name,Region,Year,GDP_perCapita,population,urbanPopulation,PopulationAge15-64,PopulationAge65+,dieselFuelPrice,dieselFuelPrice_year-2,gasolinePrice,gasolinePrice_year-2,goodsImports,goodsExports,serviceImports,serviceExports,personalTransfers,schoolEnrollPrimary,airTransportDeparture,internationalTourism,mobileSubscriptionPer100People,broadbandSubscriptionPer100People,electricPowerConsumption,chargesOfIntellectualProperty,landArea
Bolivia,South America,2010,1955.461557,10048590.0,6675278.0,5968191.0,614688.0,0.54,0.53,0.7,0.68,5006774120.0,6129300487.0,1148813465.0,707694436.8,939330273.8,103.4391,37019.0,679000.0,71.44577498,0.95484043,596.5015987,19805000.0,1083300.0
Cameroon,Africa,2010,1285.261726,20341241.0,10487740.0,10875579.0,578425.0,1.1,1.04,1.2,1.14,4625896014.0,4313262895.0,1745554432.0,1294503827.0,93622352.7,108.1327,0.0,573000.0,42.4588254,0.029270584,261.4884706,11597549.96,472710.0
Colombia,South America,2010,6326.549469,45222700.0,35257426.0,29912581.0,2978555.0,0.95,0.73,1.41,1.04,38405832816.0,40761915542.0,9640966120.0,5120980393.0,3996348682.0,120.3232,226094.0,1405000.0,98.35249333,5.84448297,1094.560917,362407787.4,1109500.0
Ecuador,South America,2010,4633.590358,15011117.0,9410469.0,9452054.0,900021.0,0.28,0.27,0.53,0.51,19635073726.0,18131092038.0,3000671379.0,1478221640.0,2591484116.0,113.0803,60835.0,1047000.0,98.46522414,1.474373959,1137.956622,54051146.24,248360.0
"Egypt, Arab Rep.",Africa,2010,2644.817039,82761235.0,35603056.0,51850633.0,3966713.0,0.19,0.2,0.48,0.49,45144500000.0,25024200000.0,14717700000.0,23807000000.0,12453100000.0,102.2853,104036.125,14051000.0,85.37935061,1.753995092,1576.039797,226000000.0,995450.0
Ethiopia,Africa,2010,341.5541149,87639964.0,15178365.0,45368328.0,2893410.0,0.78,0.89,0.91,0.92,7364532216.0,2479500108.0,2550105172.0,2164718234.0,436143876.3,91.65653,48783.0,468000.0,7.820633062,0.004686218,48.29988292,993167.1947,1000000.0
Georgia,Western Asia,2010,3233.295943,3786695.0,2102941.0,2567536.0,539257.0,1.13,1.16,1.13,1.09,5021340415.0,2393250865.0,1092516146.0,1640845675.0,802758364.5,103.3403,2803.0,1067000.0,97.05162037,4.450539009,2049.544524,7404609.48,69490.0
India,South Asia,2010,1357.563719,1234281170.0,381763166.0,791275570.0,62720364.0,0.82,0.7,1.15,1.09,360146000000.0,230967000000.0,78912971414.0,117068000000.0,52489564633.0,109.1014,623196.7786,5776000.0,60.94154381,0.890396797,640.3946031,2438302981.0,2973190.0
Kazakhstan,Western Asia,2010,9070.488253,16321872.0,9275230.0,11283976.0,1111671.0,0.51,0.72,0.71,0.83,32891499209.0,61391673077.0,11368542859.0,4118964033.0,220947554.4,108.7614,33483.0,4097000.0,119.3838723,5.35063421,4728.011591,85536930.0,2699700.0
Kyrgyz Republic,Western Asia,2010,880.0377751,5447900.0,1923436.0,3572714.0,246430.0,0.79,0.88,0.85,0.8,2934924735.0,1601821438.0,801308805.6,600128306.0,1266195469.0,99.46109,7371.0,259000.0,97.29236321,0.425152237,1371.721214,2586897.0,191800.0
Morocco,Africa,2010,2839.925168,32343389.0,18764987.0,21134005.0,1987070.0,0.88,0.83,1.23,1.29,29627263622.0,12309391165.0,7371474421.0,14736068692.0,6422541530.0,109.7062,75306.0,9288000.0,98.88351218,1.559821081,775.9545544,30432451.13,446300.0
Mozambique,Africa,2010,471.1816926,23531574.0,7490100.0,12060777.0,709300.0,0.86,1.37,1.11,1.71,3512426634.0,2333250120.0,1213747846.0,244899071.5,33415349.66,112.5326,13705.0,1718000.0,30.69992683,0.073615985,453.3058435,3807426.927,786380.0
Nigeria,Africa,2010,2292.445156,158503197.0,68917190.0,84365594.0,4340382.0,0.77,1.13,0.44,0.59,49520313777.0,79618456544.0,21332440848.0,3080523888.0,19578110505.0,85.11785,61789.0,6113000.0,55.07635849,0.062527445,136.4262703,223393845.1,910770.0
Pakistan,South Asia,2010,987.409723,179424641.0,62793242.0,104187041.0,7603503.0,0.92,0.77,0.86,0.84,32843000000.0,21481000000.0,7173000000.0,6575000000.0,9667000000.0,84.59361,64932.0,907000.0,55.27994563,0.440010355,442.1800682,124000000.0,770880.0
Paraguay,South America,2010,4355.934939,6248020.0,3702639.0,3863942.0,326265.0,1.01,0.96,1.28,1.17,9544580000.0,10374741595.0,747445283.7,714544278.8,409885000.0,102.6455,6459.0,465000.0,94.76374916,1.432341766,1171.411103,2500000.0,397300.0
Peru,South America,2010,5082.354757,29027674.0,22185851.0,18487497.0,1804260.0,1.1,0.99,1.41,1.42,28391271228.0,35803080814.0,6050070699.0,3273041456.0,2533910907.0,109.8699,84408.11532,2299000.0,100.3013504,3.212462011,1107.357069,196763615.3,1280000.0
Senegal,Africa,2010,1278.977754,12678148.0,5549606.0,6762211.0,400058.0,1.34,1.26,1.57,1.35,4082341623.0,2164344303.0,1118888977.0,1048261836.0,1384114284.0,84.03488,0.0,900000.0,65.8117968,0.620335084,202.8687471,5835118.275,192530.0
Tanzania,Africa,2010,743.4037847,44346525.0,12467582.0,23345449.0,1100295.0,1.19,1.3,1.22,1.11,7165517771.0,4324280328.0,1888875058.0,2045742501.0,332051605.0,102.8417,21825.0,754000.0,47.3179195,0.017034029,96.62538384,270000.0,885800.0
Togo,Africa,2010,533.508792,6421679.0,2410249.0,3498701.0,175333.0,1.17,0.88,1.18,0.89,1424390011.0,976154755.3,403965843.9,320224829.9,300979035.0,127.3374,8164.0,202000.0,40.52340517,0.423954545,124.1108439,1645543.735,54390.0
Tunisia,Africa,2010,4141.976353,10635244.0,7089135.0,7357530.0,796175.0,0.82,0.84,0.94,0.96,21005449211.0,16493433003.0,3234385916.0,5631759117.0,1724814867.0,107.1921,31098.0,7828000.0,104.5035356,4.534019154,1364.989839,15159983.23,155360.0
"Venezuela, RB",South America,2010,13825.35809,28439940.0,25050752.0,18350777.0,1583491.0,0.011,0.01,0.023,0.02,41702000000.0,66883000000.0,14336000000.0,1848000000.0,121000000.0,102.7558,84065.0,526000.0,98.03161329,5.882839415,3195.681847,340000000.0,882050.0
Zambia,Africa,2010,1489.45907,13605984.0,5354635.0,6888490.0,283344.0,1.52,1.61,1.66,1.7,4709901003.0,7483488751.0,888111627.6,570852569.7,43657312.0,106.9788,9730.0,815000.0,40.03378954,0.075459445,590.548982,548844.0,743390.0
