Country Name,Region,Year,GDP_perCapita,population,urbanPopulation,PopulationAge15-64,PopulationAge65+,dieselFuelPrice,dieselFuelPrice_year-2,gasolinePrice,gasolinePrice_year-2,goodsImports,goodsExports,serviceImports,serviceExports,personalTransfers,schoolEnrollPrimary,airTransportDeparture,internationalTourism,mobileSubscriptionPer100People,broadbandSubscriptionPer100People,electricPowerConsumption,chargesOfIntellectualProperty,landArea
Panama,North America,2012,10722.28363,3770624.0,2478846.0,2424567.0,265895.0,1.02,0.77,1.05,0.85,27761700000.0,21121900000.0,4410800000.0,9970000000.0,381100000.0,103.2912,82753.0,1606000.0,164.7886584,7.816712663,1955.379269,96900000.0,74340.0
Poland,Eastern Europe,2012,13145.53926,38063164.0,23086831.0,26941406.0,5400068.0,1.73,1.5,1.74,1.57,191754000000.0,181259000000.0,33308000000.0,41024000000.0,3492000000.0,99.98213,81194.0,14840000.0,141.4867678,18.01780959,3899.176642,2332000000.0,306220.0
Russian Federation,Eastern Europe,2012,15434.57478,143201676.0,105669949.0,102127982.0,18816488.0,1.0,0.72,0.99,0.84,335771000000.0,527434000000.0,108927000000.0,62340020000.0,1903390000.0,101.0206,636748.0,28177000.0,144.4957561,14.53068301,6617.136241,7629280000.0,16376870.0
Serbia,Eastern Europe,2012,6015.945228,7199077.0,3985121.0,4877058.0,1111804.0,1.8,1.48,1.78,1.5,18005404512.0,10754620471.0,3825262229.0,3969654770.0,3335575492.0,100.5713,16841.0,810000.0,102.2122875,11.9011583,4386.534552,174972017.3,87460.0
Slovenia,Western Europe,2012,22643.10025,2057159.0,1092516.0,1410612.0,351892.0,1.77,1.62,1.86,1.67,27423919952.0,27313355358.0,5041491449.0,6605992143.0,36267210.27,100.2945,18141.0,2377000.0,108.9092697,24.75120552,6718.975052,356983239.1,20145.69946
Ukraine,Eastern Europe,2012,3855.42128,45593300.0,31359984.0,31831454.0,7124090.0,1.25,0.92,1.35,1.01,86273000000.0,64427000000.0,14589000000.0,22089000000.0,2907000000.0,100.8659,73378.94262,23013000.0,130.8590206,8.037551512,3640.556836,727000000.0,579320.0
United Kingdom,Northern Europe,2012,42462.71491,63700300.0,52130415.0,41622633.0,10896663.0,2.27,1.98,2.17,1.92,637303000000.0,471387000000.0,205211000000.0,339409000000.0,3168822671.0,106.2461,1050702.909,29282000.0,121.3932216,33.60800177,5449.252201,9733764123.0,241930.0
Albania,Eastern Europe,2010,4094.362119,2913021.0,1519519.0,1948796.0,310102.0,1.4,1.31,1.46,1.36,3775932876.0,739411255.8,2004806425.0,2584937403.0,1355123515.0,93.49047,9412.0,2191000.0,91.32805273,3.579992422,1943.343354,12138446.11,27400.0
Austria,Western Europe,2010,46858.04327,8363404.0,4800510.0,5644039.0,1488550.0,1.55,1.43,1.63,1.37,146872000000.0,145031000000.0,38748808838.0,52723745798.0,458145131.0,99.78978,176195.0,22004000.0,145.5537959,24.38064725,8382.711154,1610873768.0,82570.99609
Belarus,Eastern Europe,2010,6181.399916,9490583.0,7086808.0,6751613.0,1325279.0,0.86,1.06,1.08,1.33,33794800000.0,24506100000.0,3026100000.0,4833000000.0,247600000.0,104.3697,12101.0,119300.0,109.6843993,17.69139545,3563.637766,102700000.0,202900.0
Belgium,Western Europe,2010,44141.87814,10895586.0,10639649.0,7167468.0,1888643.0,1.62,1.34,1.87,1.5,276154000000.0,271417000000.0,87990967137.0,97878122383.0,123234661.0,101.9242,127677.5322,7186000.0,111.110074,30.83667139,8393.949623,1905030685.0,30280.0
Bulgaria,Eastern Europe,2010,6843.26695,7395599.0,5347166.0,5060438.0,1337026.0,1.58,1.37,1.51,1.28,23520630000.0,18741520000.0,3410420000.0,6562370000.0,950640000.0,108.331,11321.0,6047000.0,137.3728082,15.14776819,4560.414917,114240000.0,108560.0
Costa Rica,North America,2010,8141.913127,4577378.0,3283628.0,3130508.0,334218.0,0.97,1.1,1.14,1.24,11040420104.0,7492546077.0,1889337758.0,5021461778.0,505465786.0,116.8994,41600.55497,2100000.0,68.34419181,8.656964751,1887.980411,158855730.1,51060.0
Croatia,Eastern Europe,2010,13923.63705,4295427.0,2369143.0,2877813.0,754287.0,1.49,1.37,1.59,1.27,18522267465.0,10684135442.0,4208231876.0,11661520500.0,1028932836.0,91.94395,24766.0,9111000.0,113.8670083,19.3583655,3922.310867,224818850.1,55960.0
Dominican Republic,North America,2010,5555.390949,9695121.0,7150443.0,6160073.0,567335.0,1.03,0.94,1.23,1.04,15209900000.0,6816000000.0,2587500000.0,5454500000.0,3682900000.0,110.5022,1552.0,4125000.0,91.72431164,4.02785071,1394.825294,67100000.0,48310.0
El Salvador,North America,2010,2983.242708,6183875.0,4047470.0,3789849.0,437404.0,0.89,0.81,0.92,0.78,7495374374.0,3473156739.0,1099649747.0,1497961215.0,3455278619.0,114.973,20961.27709,1150000.0,124.5228275,2.834371652,857.0677771,31490000.0,20720.0
Estonia,Northern Europe,2010,14784.38108,1331475.0,906655.0,896652.0,233328.0,1.57,1.3,1.54,1.18,10445382754.0,9910386285.0,2950820534.0,4717218857.0,92004628.58,103.0321,12207.97055,2511000.0,124.0753516,26.11536212,6506.318181,60041345.41,42390.0
France,Western Europe,2010,40638.334,65027507.0,50961407.0,42053370.0,10958455.0,1.72,1.45,1.98,1.52,571216000000.0,507695000000.0,181652000000.0,201658000000.0,1021553262.0,102.7615,738003.4264,76647000.0,91.89795153,33.93314168,7734.726783,10014878126.0,547556.9922
Greece,Eastern Europe,2010,26917.75898,11121341.0,8484693.0,7317088.0,2129939.0,1.78,1.41,2.05,1.23,59785809475.0,22244488075.0,20370016489.0,37660362569.0,1234005416.0,98.51425,136382.2579,15007000.0,112.9052704,20.69000831,5333.439556,626946377.4,128900.0
Guatemala,North America,2010,2825.483963,14630417.0,7081561.0,8243288.0,627716.0,0.85,0.82,0.95,0.86,12806515500.0,8535579287.0,2407215919.0,2267739118.0,4162459630.0,115.4871,8875.0,1119000.0,123.4959332,1.77028447,541.9531104,93974900.0,107160.0
Honduras,North America,2010,1904.346465,8317470.0,4315519.0,4860527.0,331148.0,0.92,0.8,1.04,0.8,6605737887.0,2831735681.0,1169457798.0,2107575496.0,2609177671.0,100.659,21574.0,863000.0,114.2783923,0.012022887,617.856151,30380000.0,111890.0
Hungary,Eastern Europe,2010,13113.52596,10000023.0,6891116.0,6904786.0,1609243.0,1.61,1.38,1.67,1.27,84232234636.0,87582997362.0,16048868910.0,19640071485.0,155288292.1,100.8563,111307.0,9510000.0,120.9970314,21.7521962,3876.491084,1799363441.0,90530.0
Ireland,Northern Europe,2010,48715.17686,4560155.0,2806411.0,3110223.0,502068.0,1.69,1.64,1.78,1.56,62109598145.0,118764000000.0,107277000000.0,89075445635.0,15921952.38,103.2355,601262.0,7134000.0,103.2310634,22.39552285,5927.86868,37458289198.0,68890.0
Italy,Western Europe,2010,36000.52012,59277417.0,40502481.0,38823370.0,12108502.0,1.69,1.63,1.87,1.57,464435000000.0,435368000000.0,113061000000.0,100658000000.0,2203026571.0,102.9937,335280.0,43626000.0,157.8857589,22.07834377,5493.711037,6545120562.0,294140.0
Latvia,Northern Europe,2010,11344.69337,2097555.0,1423002.0,1420718.0,381306.0,1.49,1.23,1.48,1.12,10856777875.0,8812686774.0,2316591937.0,4040301056.0,645283507.4,102.9586,54589.0,1373000.0,108.836776,20.5240457,3229.951062,33039281.24,62240.0
Lithuania,Northern Europe,2010,11953.93844,3097282.0,2067653.0,2105014.0,534941.0,1.42,1.22,1.59,1.13,21428253947.0,19408634273.0,3045869636.0,4318319278.0,1294948276.0,100.4215,4972.63491,1507000.0,156.5706495,21.74651132,3470.78503,34801068.02,62675.0
Luxembourg,Western Europe,2010,104965.3061,506953.0,448892.0,346568.0,70938.0,1.36,1.33,1.55,1.4,21766511669.0,19713658516.0,45617227644.0,62487082979.0,28303878.07,97.56551,38716.0,805000.0,143.1415132,33.15055061,16829.96254,736405872.3,2430.0
Malta,Western Europe,2010,21107.36443,414508.0,389936.0,287324.0,65043.0,1.66,1.56,1.63,1.66,5002472766.0,3346593737.0,8455173374.0,10048137892.0,193568715.5,101.7305,16828.0,1339000.0,109.9760291,30.38939971,4767.097378,1593210597.0,320.0
Mexico,North America,2010,9271.398233,114092963.0,88781439.0,73417829.0,7008938.0,0.72,0.54,0.81,0.74,301803000000.0,298860000000.0,26905169699.0,15489275311.0,21303881801.0,110.6335,445796.033,23290000.0,80.09564358,9.275650944,2018.827401,293690147.0,1943950.0
Moldova,Eastern Europe,2010,1958.13372,3562045.0,1518144.0,2612323.0,361401.0,1.08,1.04,1.21,1.2,3491690000.0,1164601250.0,716440000.0,788030000.0,1009870000.0,93.54078,6571.0,64000.0,62.42147427,6.62630036,1722.886713,12750000.0,32850.0
Montenegro,Eastern Europe,2010,6682.281158,619428.0,397301.0,419905.0,80322.0,1.49,1.21,1.62,1.27,2128054843.0,448968163.2,433488036.3,1048274461.0,205203926.6,110.4347,10064.00869,1088000.0,187.4174042,10.35841576,5419.51607,8872927.094,13450.0
Netherlands,Western Europe,2010,50950.03434,16615394.0,14477657.0,11139006.0,2564997.0,1.71,1.45,2.13,1.68,397634000000.0,477657000000.0,134438000000.0,124715000000.0,265148391.1,108.2761,268542.0058,10883000.0,114.9619098,37.93701066,7006.273821,32819973389.0,33730.0
Panama,North America,2010,8082.028459,3642687.0,2372846.0,2335282.0,246262.0,0.77,0.68,0.85,0.67,18709500000.0,14146000000.0,2787800000.0,6412000000.0,400000000.0,105.1106,73316.7504,1324000.0,182.4572905,7.090699805,1745.140332,46300000.0,74340.0
Poland,Eastern Europe,2010,12599.53358,38042794.0,23165018.0,27128349.0,5125363.0,1.5,1.4,1.57,1.43,171038000000.0,156540000000.0,31038000000.0,35402000000.0,3697000000.0,96.52896,82630.0,12470000.0,122.4951194,15.28445466,3797.092296,2248000000.0,306280.0
Serbia,Eastern Europe,2010,5735.422857,7291436.0,4009779.0,4952679.0,1074778.0,1.48,1.14,1.5,1.29,15328637545.0,9074642129.0,3533628971.0,3519701797.0,3953519776.0,95.89576,16893.0,683000.0,110.2776988,9.563649297,4358.812174,156105712.5,87460.0
Slovenia,Western Europe,2010,23509.54339,2048583.0,1078743.0,1420087.0,341887.0,1.62,1.26,1.67,1.18,25679392500.0,24678824416.0,4822061924.0,6244077631.0,30200401.74,99.49639,21840.0,2049000.0,103.8472851,23.02738119,6510.841884,344190440.6,20146.19995
Ukraine,Eastern Europe,2010,2965.142365,45870700.0,31465465.0,32185893.0,7205114.0,0.92,0.96,1.01,0.88,56896000000.0,47299000000.0,12712000000.0,18327000000.0,2489000000.0,98.81844,66038.0,21203000.0,117.7678197,6.454904046,3549.847724,744000000.0,579320.0
United Kingdom,Northern Europe,2010,39435.8399,62766365.0,51030310.0,41384858.0,10400226.0,1.98,1.65,1.92,1.44,558402000000.0,411351000000.0,191500000000.0,288971000000.0,3255438475.0,104.5549,985109.0231,28295000.0,120.9109032,30.17895673,5700.855864,10168424907.0,241930.0
