Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
"International tourism, number of arrivals",ST.INT.ARVL,Bulgaria,BGR,..,2785000,6047000,6328000,6541000,6898000,7311000,7099000,8252000,8883000,9273000,..
"International tourism, number of arrivals",ST.INT.ARVL,Burkina Faso,BFA,..,126000,274000,238000,237000,218000,191000,163000,152000,143000,144000,..
"International tourism, number of arrivals",ST.INT.ARVL,Burundi,BDI,..,29000,142000,144000,147000,234000,235000,131000,187000,299000,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Cabo Verde,CPV,..,115000,336000,428000,482000,503000,494000,520000,598000,668000,710000,..
"International tourism, number of arrivals",ST.INT.ARVL,Cambodia,KHM,..,466000,2508000,2882000,3584000,4210000,4503000,4775000,5012000,5602000,6201000,..
"International tourism, number of arrivals",ST.INT.ARVL,Cameroon,CMR,..,..,573000,604000,817000,783000,822000,897000,994000,1081000,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Canada,CAN,..,19627000,16219000,16014000,16344000,16059000,16537000,17971000,19971000,20883000,21134000,..
"International tourism, number of arrivals",ST.INT.ARVL,Cayman Islands,CYM,..,354000,288000,309000,322000,345000,383000,385000,385000,418000,463000,..
"International tourism, number of arrivals",ST.INT.ARVL,Central African Republic,CAF,..,11200,53800,65400,70800,83500,95700,120500,82000,107000,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Chad,TCD,..,..,71000,77000,86000,97000,119000,120000,98000,87000,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Channel Islands,CHI,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Chile,CHL,..,1742000,2801000,3137000,3554000,3576000,3674000,4478000,5641000,6450000,5723000,..
"International tourism, number of arrivals",ST.INT.ARVL,China,CHN,..,31229000,55664000,57581000,57725000,55686000,55622000,56886000,59270000,60740000,62900000,..
"International tourism, number of arrivals",ST.INT.ARVL,Colombia,COL,..,557000,1405000,2042000,2179000,2288000,2552000,2980000,3254000,3631000,3904000,..
"International tourism, number of arrivals",ST.INT.ARVL,Comoros,COM,..,24000,15300,18800,22800,21900,22800,23600,26800,28000,35900,..
"International tourism, number of arrivals",ST.INT.ARVL,"Congo, Dem. Rep.",COD,..,103000,81000,186000,167000,191000,334000,354000,351000,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,"Congo, Rep.",COG,..,..,194000,218000,256000,343000,226000,220000,211000,149000,156000,..
"International tourism, number of arrivals",ST.INT.ARVL,Costa Rica,CRI,..,1088000,2100000,2192000,2343000,2428000,2527000,2660000,2925000,2960000,3017000,..
"International tourism, number of arrivals",ST.INT.ARVL,Cote d'Ivoire,CIV,..,..,252000,270000,289000,380000,471000,1441000,1583000,1800000,1965000,..
"International tourism, number of arrivals",ST.INT.ARVL,Croatia,HRV,..,5831000,9111000,9927000,10369000,10948000,11623000,12683000,13809000,15593000,16645000,..
"International tourism, number of arrivals",ST.INT.ARVL,Cuba,CUB,..,1741000,2507000,2688000,2823000,2839000,2981000,3506000,3975000,4594000,4684000,..
"International tourism, number of arrivals",ST.INT.ARVL,Curacao,CUW,..,191000,342000,390000,421000,441000,452000,468000,441000,399000,432000,..
"International tourism, number of arrivals",ST.INT.ARVL,Cyprus,CYP,..,2686000,2173000,2392000,2465000,2405000,2441000,2659000,3187000,3652000,3939000,..
"International tourism, number of arrivals",ST.INT.ARVL,Czech Republic,CZE,..,4773000,6334000,6715000,7647000,7852000,8096000,8707000,9321000,10160000,10611000,..
"International tourism, number of arrivals",ST.INT.ARVL,Denmark,DNK,..,3535000,9425000,8471000,8443000,8557000,10267000,10424000,10781000,12426000,12749000,..
"International tourism, number of arrivals",ST.INT.ARVL,Djibouti,DJI,..,20100,51000,56000,60000,63000,..,..,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Dominica,DMA,..,70000,77000,76000,79000,78000,81500,75000,78000,72000,63000,..
"International tourism, number of arrivals",ST.INT.ARVL,Dominican Republic,DOM,..,2978000,4125000,4306000,4563000,4690000,5141400,5600000,5959300,6188000,6569000,..
"International tourism, number of arrivals",ST.INT.ARVL,Ecuador,ECU,..,627000,1047000,1141000,1272000,1364000,1695000,1676000,1569000,1806000,2535000,..
"International tourism, number of arrivals",ST.INT.ARVL,"Egypt, Arab Rep.",EGY,..,5116000,14051000,9497000,11196000,9174000,9628300,9139000,5258000,8157000,11196000,..
"International tourism, number of arrivals",ST.INT.ARVL,El Salvador,SLV,..,795000,1150000,1184000,1255000,1283000,1345000,1402000,1434000,1556000,1677300,..
"International tourism, number of arrivals",ST.INT.ARVL,Equatorial Guinea,GNQ,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Eritrea,ERI,..,70000,84000,107000,129000,141000,119000,114000,142000,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Estonia,EST,..,1220000,2511000,2823000,2957000,3111000,3160000,2961000,3131000,3244000,3234000,..
"International tourism, number of arrivals",ST.INT.ARVL,Eswatini,SWZ,..,281000,868000,879000,888000,968000,939000,873000,947000,921000,782000,..
"International tourism, number of arrivals",ST.INT.ARVL,Ethiopia,ETH,..,136000,468000,523000,597000,681000,770000,864000,871000,933000,849000,..
"International tourism, number of arrivals",ST.INT.ARVL,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,Fiji,FJI,..,294000,632000,675000,661000,659000,693000,755000,792000,843000,870000,..
"International tourism, number of arrivals",ST.INT.ARVL,Finland,FIN,..,1971000,2319000,2623000,2778000,2797000,2731000,2622000,2789000,3180000,3224000,..
"International tourism, number of arrivals",ST.INT.ARVL,France,FRA,..,77190000,76647000,80499000,81980000,83634000,83701000,84452000,82682000,86758000,89322000,..
"International tourism, number of arrivals",ST.INT.ARVL,French Polynesia,PYF,..,252000,154000,163000,169000,164000,181000,184000,192000,199000,216300,..
"International tourism, number of arrivals",ST.INT.ARVL,Gabon,GAB,..,155000,..,..,..,..,..,..,..,..,..,..
"International tourism, number of arrivals",ST.INT.ARVL,"Gambia, The",GMB,..,79000,91000,106000,157000,171000,156000,449000,450000,522000,552000,..
"International tourism, number of arrivals",ST.INT.ARVL,Georgia,GEO,..,..,1067000,1833000,2460000,2884000,2939000,3012000,3297000,4069400,4757000,..
"International tourism, number of arrivals",ST.INT.ARVL,Germany,DEU,..,18983000,26875000,28374000,30411000,31545000,32999000,34970000,35555000,37452000,38881000,..
