Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Urban population,SP.URB.TOTL,Spain,ESP,29286916,30937864,36535850,36773882,36904876,36891840,36890017,36971015,37112481,37311863,37528982,..
Urban population,SP.URB.TOTL,Sri Lanka,LKA,3211332,3451323,3692904,3714802,3716533,3746058,3785336,3828283,3882481,3942265,4003749,..
Urban population,SP.URB.TOTL,St. Kitts and Nevis,KNA,13933,14447,15353,15419,15496,15584,15682,15784,15895,16016,16139,..
Urban population,SP.URB.TOTL,St. Lucia,LCA,40507,43530,32119,32388,32591,32771,32953,33165,33409,33679,33973,..
Urban population,SP.URB.TOTL,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..
Urban population,SP.URB.TOTL,St. Vincent and the Grenadines,VCT,44508,48703,53003,53460,53951,54478,55038,55626,56232,56873,57527,..
Urban population,SP.URB.TOTL,Sudan,SDN,5764225,8863016,11430599,11738569,12069179,12421899,12794292,13185766,13596345,14027564,14480887,..
Urban population,SP.URB.TOTL,Suriname,SUR,266220,312917,351047,354695,358347,361978,365653,369348,373052,376761,380500,..
Urban population,SP.URB.TOTL,Sweden,SWE,7112392,7454878,7976659,8059895,8150488,8250182,8362604,8481489,8618398,8764881,8903252,..
Urban population,SP.URB.TOTL,Switzerland,CHE,4964515,5272018,5759681,5825978,5889928,5959745,6034707,6105617,6174416,6234162,6284953,..
Urban population,SP.URB.TOTL,Syrian Arab Republic,SYR,6090036,8524943,11877566,11507083,10948003,10287423,9638571,9388888,9221786,9131381,9156781,..
Urban population,SP.URB.TOTL,Tajikistan,TJK,1672750,1647393,1996265,2041457,2090375,2143012,2199793,2260776,2326258,2396074,2469421,..
Urban population,SP.URB.TOTL,Tanzania,TZA,4759494,7473332,12467582,13153008,13877188,14639705,15439583,16277264,17152912,18068061,19022085,..
Urban population,SP.URB.TOTL,Thailand,THA,16641681,19758316,29469051,30179366,30828051,31477989,32127193,32772699,33415230,34051250,34678853,..
Urban population,SP.URB.TOTL,Timor-Leste,TLS,153775,214574,303256,312562,322088,331907,342118,352789,363957,375614,387720,..
Urban population,SP.URB.TOTL,Togo,TGO,1079038,1620473,2410249,2508569,2611032,2716584,2825148,2936586,3051143,3168846,3289910,..
Urban population,SP.URB.TOTL,Tonga,TON,21584,22546,24321,24278,24076,23795,23568,23457,23485,23632,23870,..
Urban population,SP.URB.TOTL,Trinidad and Tobago,TTO,660917,708402,717531,719345,721777,724636,727668,730645,733553,736396,739182,..
Urban population,SP.URB.TOTL,Tunisia,TUN,4776197,6158201,7089135,7190400,7291138,7392694,7497753,7608626,7725795,7848144,7973630,..
Urban population,SP.URB.TOTL,Turkey,TUR,31923300,40942334,51225589,52440387,53730762,55071747,56438761,57806283,59175037,60537696,61857510,..
Urban population,SP.URB.TOTL,Turkmenistan,TKM,1660548,2073492,2466840,2526247,2590490,2658556,2728846,2800285,2872408,2945220,3018659,..
Urban population,SP.URB.TOTL,Turks and Caicos Islands,TCA,9004,17049,29468,30262,31031,31773,32487,33173,33823,34449,35065,..
Urban population,SP.URB.TOTL,Tuvalu,TUV,3624,4323,5770,5934,6101,6277,6450,6629,6807,6996,7179,..
Urban population,SP.URB.TOTL,Uganda,UGA,1922172,3496914,6285552,6661237,7058364,7481010,7937588,8432535,8969852,9548045,10156999,..
Urban population,SP.URB.TOTL,Ukraine,UKR,34641542,33019123,31465465,31395063,31359984,31330962,31223156,31183824,31122512,31043768,30946607,..
Urban population,SP.URB.TOTL,United Arab Emirates,ARE,1445394,2514646,7189428,7553138,7747411,7824294,7866602,7935897,8047166,8182523,8332898,..
Urban population,SP.URB.TOTL,United Kingdom,GBR,44733264,46319551,51030310,51600299,52130415,52650556,53218629,53813373,54369540,54923317,55450489,..
Urban population,SP.URB.TOTL,United States,USA,187966119,223069137,249848865,252205322,254611627,256951771,259430807,261953748,264472662,266809225,269114845,..
Urban population,SP.URB.TOTL,Uruguay,URY,2766705,3055087,3171626,3187416,3201206,3214646,3228542,3242944,3257856,3273062,3288355,..
Urban population,SP.URB.TOTL,Uzbekistan,UZB,8483962,11370244,14554257,15007103,15199882,15408910,15640290,15884192,16130961,16372437,16635227,..
Urban population,SP.URB.TOTL,Vanuatu,VUT,27431,40089,57782,59598,61529,63545,65605,67677,69755,71843,73972,..
Urban population,SP.URB.TOTL,"Venezuela, RB",VEN,16547195,21182664,25050752,25452964,25875071,26249155,26482983,26518336,26313884,25917344,25465822,..
Urban population,SP.URB.TOTL,Vietnam,VNM,13772504,19477364,26757120,27621281,28514086,29430443,30371288,31333193,32314724,33310316,34317154,..
Urban population,SP.URB.TOTL,Virgin Islands (U.S.),VIR,91160,100587,102500,102619,102694,102717,102720,102701,102651,102551,102399,..
Urban population,SP.URB.TOTL,West Bank and Gaza,PSE,1339452,2103044,2807401,2888204,2969835,3051946,3134764,3218283,3302741,3380930,3479999,..
Urban population,SP.URB.TOTL,"Yemen, Rep.",YEM,2451019,4572841,7357687,7705088,8065870,8439118,8822594,9215171,9615916,10024989,10442489,..
Urban population,SP.URB.TOTL,Zambia,ZMB,3167080,3624957,5354635,5588383,5837255,6099716,6372726,6654564,6944345,7243041,7551686,..
Urban population,SP.URB.TOTL,Zimbabwe,ZWE,3024150,4010949,4215136,4257058,4306222,4359425,4416215,4473868,4531255,4589499,4650663,..
