Series Name,Series Code,Country Name,Country Code,1990 [YR1990],2000 [YR2000],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019]
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Faroe Islands,FRO,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Fiji,FJI,..,..,1.15,..,..,..,1.41,..,1.34,..,0.82,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Finland,FIN,..,1.06,1.57,..,1.94,..,2.08,..,1.89,..,1.45,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,France,FRA,..,0.99,1.52,..,1.98,..,1.91,..,1.79,..,1.39,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,French Polynesia,PYF,..,..,1.58,..,1.7,..,..,..,..,..,..,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Gabon,GAB,..,0.53,1.14,..,..,..,1.04,..,1.02,..,0.92,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,"Gambia, The",GMB,..,0.64,0.79,..,..,..,..,..,1.37,..,1.18,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Georgia,GEO,..,..,1.09,..,1.13,..,1.34,..,1.24,..,0.76,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Germany,DEU,..,0.91,1.56,..,1.9,..,1.96,..,1.8,..,1.39,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Ghana,GHA,..,0.2,0.9,..,0.82,..,0.92,..,1.06,..,0.92,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Gibraltar,GIB,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Greece,GRC,..,0.72,1.23,..,2.05,..,2.06,..,1.98,..,1.54,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Greenland,GRL,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Grenada,GRD,..,0.54,1.28,..,1.02,..,1.4,..,..,..,1.12,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Guam,GUM,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Guatemala,GTM,..,0.53,0.86,..,0.95,..,1.14,..,1.01,..,0.79,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Guinea,GIN,..,0.85,1.02,..,0.95,..,1.34,..,1.45,..,0.9,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Guinea-Bissau,GNB,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Guyana,GUY,..,0.37,0.84,..,0.93,..,1.08,..,1.15,..,0.9,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Haiti,HTI,..,0.64,1.16,..,..,..,1.25,..,1.16,..,0.81,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Honduras,HND,..,0.62,0.8,..,1.04,..,1.25,..,1.2,..,0.98,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,"Hong Kong SAR, China",HKG,..,1.46,1.95,..,1.92,..,2.16,..,2.06,..,1.86,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Hungary,HUN,..,0.81,1.27,..,1.67,..,1.84,..,1.58,..,1.18,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Iceland,ISL,..,1.05,1.15,..,1.71,..,1.99,..,1.85,..,1.69,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,India,IND,..,0.6,1.09,..,1.15,..,1.25,..,1.1,..,0.97,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Indonesia,IDN,..,0.17,0.5,..,0.79,..,0.47,..,0.93,..,0.63,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,"Iran, Islamic Rep.",IRN,..,0.05,0.1,..,0.097,..,0.33,..,0.374,..,0.399,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Iraq,IRQ,..,..,..,..,0.78,..,..,..,0.43,..,0.61,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Ireland,IRL,..,0.72,1.56,..,1.78,..,2.02,..,1.92,..,1.37,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Isle of Man,IMN,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Israel,ISR,..,1.14,1.37,..,1.85,..,2.01,..,1.88,..,1.57,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Italy,ITA,..,0.97,1.57,..,1.87,..,2.28,..,2.14,..,1.61,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Jamaica,JAM,..,0.62,0.74,..,0.98,..,1.2,..,1.14,..,1.11,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Japan,JPN,..,1.06,1.42,..,1.6,..,2,..,1.38,..,1.06,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Jordan,JOR,..,0.45,0.61,..,1.04,..,1.44,..,1.27,..,1.1,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Kazakhstan,KAZ,..,0.36,0.83,..,0.71,..,1.01,..,0.81,..,0.42,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Kenya,KEN,..,0.71,1.2,..,1.33,..,1.37,..,1.21,..,0.95,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Kiribati,KIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,"Korea, Dem. People’s Rep.",PRK,..,0.55,0.76,..,..,..,..,..,0.94,..,0.58,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,"Korea, Rep.",KOR,..,0.92,1.51,..,1.52,..,1.8,..,1.55,..,1.22,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Kosovo,XKX,..,0.56,1.1,..,1.63,..,1.65,..,1.54,..,1.11,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Kuwait,KWT,..,0.21,0.24,..,0.23,..,0.23,..,0.22,..,0.35,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Kyrgyz Republic,KGZ,..,0.44,0.8,..,0.85,..,0.89,..,0.94,..,0.56,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Lao PDR,LAO,..,0.41,0.92,..,1.26,..,1.33,..,1.4,..,0.93,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Latvia,LVA,..,0.67,1.12,..,1.48,..,1.8,..,1.48,..,1.16,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Lebanon,LBN,..,0.53,0.76,..,1.13,..,1.11,..,0.96,..,0.74,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Lesotho,LSO,..,0.5,0.79,..,0.97,..,1.24,..,1.03,..,0.7,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Liberia,LBR,..,..,0.77,..,0.98,..,1.17,..,0.91,..,0.8,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Libya,LBY,..,0.25,0.14,..,0.17,..,0.12,..,..,..,0.11,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Liechtenstein,LIE,..,0.81,1.3,..,1.66,..,1.88,..,1.74,..,..,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Lithuania,LTU,..,0.66,1.13,..,1.59,..,1.83,..,1.57,..,1.16,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Luxembourg,LUX,..,0.75,1.4,..,1.55,..,1.64,..,1.52,..,1.19,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,"Macao SAR, China",MAC,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Pump price for gasoline (US$ per liter),EP.PMP.SGAS.CD,Madagascar,MDG,..,0.76,1.55,..,1.52,..,1.49,..,1.35,..,1.11,..,..,..
